mysql-python 1.2.5-3
mysql-workbench 8.0.17-1
nano 4.4-1
nasm 2.14.02-1
nautilus-sendto 3.8.6+14+ge8a3604-1
ncdu 1.14.1-1
ncurses 6.1-6
ndctl 66-1
neofetch 6.1.0-1
neon 0.30.2-3
neovim 0.4.2-1
net-snmp 5.8-4
netbeans 11.1-1
netctl 1.20-1
nettle 3.5.1-1
network-manager-applet 1.8.22-1
networkmanager 1.20.2-1
ninja 1.9.0-1
nm-connection-editor 1.8.22-1
node-gyp 5.0.2-2
nodejs-lts-dubnium 10.16.3-1
notification-daemon 3.20.0-3
noto-fonts 20190111-2
noto-fonts-emoji 20180810-2
npm 6.11.3-1
npth 1.6-1
nspr 4.22-1
nss 3.46-1
ntfs-3g 2017.3.23-3
ocl-icd 2.2.12-3
oniguruma 6.9.3-1
openal 1.19.1-2
opencore-amr 0.1.5-2
opencsg 1.4.2-2
openexr 2.3.0-1
openjpeg2 2.3.1-1
openresolv 3.9.2-1
openscad 2019.05-1
openssh 8.0p1-2
openssl 1.1.1.d-1
openssl-1.0 1.0.2.s-1
opus 1.3.1-1
opusfile 0.11-1
orc 0.4.30-1
osinfo-db 20190805-1
p11-kit 0.23.17-2
p7zip 16.02-5
pacman 5.1.3-1
pacman-mirrorlist 20190821-1
pacutils 0.8.1-1
pam 1.3.1-1
pambase 20190105.1-1
pandoc 2.7.3-44
pango 1:1.44.6-1
pangomm 2.42.0-1
parted 3.2-9
patch 2.7.6-7
pavucontrol 1:4.0-1
pciutils 3.6.2-1
pcre 8.43-1
pcre2 10.33-1
perl 5.30.0-3
perl-data-dump 1.23-5
perl-encode-locale 1.05-5
perl-error 0.17028-1
perl-file-listing 6.04-6
perl-file-which 1.23-2
perl-html-parser 3.72-8
perl-html-tagset 3.20-8
perl-http-cookies 6.04-4
perl-http-daemon 6.01-7
perl-http-date 6.02-6
perl-http-message 6.18-3
perl-http-negotiate 6.01-6
perl-io-html 1.001-5
perl-io-socket-ssl 2.066-1
perl-json 2.97001-1
perl-libwww 6.39-2
perl-log-message 0.08-5
perl-log-message-simple 0.10-5
perl-lwp-mediatypes 6.02-6
perl-lwp-protocol-https 6.07-3
perl-mailtools 2.21-2
perl-net-http 6.19-2
perl-net-ssleay 1.85-4
perl-parse-yapp 1.21-2
perl-term-readline-gnu 1.36-3
perl-term-ui 0.46-5
perl-timedate 2.30-6
perl-try-tiny 0.30-3
perl-uri 1.76-2
perl-www-robotrules 6.02-6
phonon-qt5 4.11.0-1
phonon-qt5-vlc 0.11.0-1
physfs 3.0.2-1
pinentry 1.1.0-4
pipewire 0.2.6+1+g37613b67-1
pixman 0.38.4-1
pkgconf 1.6.3-2
pkgfile 19-1
playerctl 2.0.2-2
playonlinux 4.3.4-1
polkit 0.116-2
polkit-gnome 0.105-4
polkit-qt5 0.113.0-1
poppler 0.80.0-1
poppler-data 0.4.9-1
poppler-glib 0.80.0-1
poppler-qt5 0.80.0-1
popt 1.16-10
portsmf 228-3
postgresql 11.5-3
postgresql-libs 11.5-3
potrace 1.16-1
procps-ng 3.3.15-1
proj 6.2.0-1
protobuf 3.7.0-1
psmisc 23.2-1
pulseaudio 13.0-2
pulseaudio-alsa 2-5
pulseaudio-bluetooth 13.0-2
purpose 5.62.0-1
pyenv 1.2.13-1
pygobject-devel 3.34.0-1
pygobject2-devel 2.28.7-2
pygtk 2.24.0-8
python 3.7.4-1
python-appdirs 1.4.3-2
python-attrs 19.1.0-1
python-cairo 1.18.1-1
python-chardet 3.0.4-2
python-dbus 1.2.8-2
python-dbus-common 1.2.8-2
python-gobject 3.34.0-1
python-greenlet 0.4.15-1
python-idna 2.8-1
python-jedi 0.15.1-1
python-levenshtein 0.12.0-6
python-llfuse 1.3.6-1
python-msgpack 0.5.6-1
python-packaging 19.1-2
python-parso 0.5.1-1
python-pyinotify 0.9.6-4
python-pynvim 0.3.2-5
python-pyparsing 2.4.2-1
python-requests 2.22.0-1
python-setuptools 1:41.2.0-1
python-six 1.12.0-1
python-urllib3 1.25.3-1
python-websocket-client 0.56.0-1
python-xdg 0.26-2
python2 2.7.16-1
python2-cairo 1.18.1-1
python2-gobject2 2.28.7-2
python2-msgpack 0.5.6-1
python2-pexpect 4.7.0-1
python2-ptyprocess 0.6.0-2
python2-wxpython3 3.0.2.0-2
qalculate-gtk 3.4.0-1
qca 2.2.1-2
qpdf 9.0.0-1
qscintilla-qt5 2.11.2-1
qt5-base 5.13.1-2
qt5-connectivity 5.13.1-1
qt5-declarative 5.13.1-1
qt5-graphicaleffects 5.13.1-1
qt5-imageformats 5.13.1-1
qt5-location 5.13.1-1
qt5-multimedia 5.13.1-1
qt5-quickcontrols 5.13.1-1
qt5-quickcontrols2 5.13.1-1
qt5-script 5.13.1-1
qt5-sensors 5.13.1-1
qt5-serialport 5.13.1-1
qt5-speech 5.13.1-1
qt5-svg 5.13.1-1
qt5-webchannel 5.13.1-1
qt5-webkit 5.212.0alpha3-4
qt5-x11extras 5.13.1-1
qt5ct 0.41-1
ranger 1.9.2-1
rapidjson 1.1.0-4
raptor 2.0.15-11
rasqal 1:0.9.33-2
rclone 1.49.3-1
re2 20190901-1
readline 8.0.0-1
recode 3.7.6-1
redland 1:1.0.17-7
refind-efi 0.11.3-1
reflector 2019.3-1
reiserfsprogs 3.6.27-2
rest 0.8.1-1
retroarch 1.7.8.4-1
rhash 1.3.8-1
ripgrep 11.0.2-1
rofi 1.5.4-1
rsync 3.1.3-1
rtkit 0.12-1
rtmpdump 1:2.4.r96.fa8646d-5
rttr 0.9.6-2
run-parts 4.8.6.1-1
rustup 1.19.0-1
s-nail 14.9.15-1
samba 4.10.8-1
sane 1.0.28-1
sbc 1.4-1
scala 2.13.0-1
screen 4.6.2-1
screenfetch 3.8.0-3
scrot 1.2-1
sdl 1.2.15-10
sdl2 2.0.10-1
sdl_net 1.2.8-4
sdl_sound 1.0.3-7
sed 4.7-1
semver 6.3.0-2
serd 0.30.0-1
shaderc 2019.0-2
shadow 4.7-2
shared-color-targets 0.1.7-2
shared-mime-info 1.13.1-2
signon-kwallet-extension 19.08.1-1
signon-plugin-oauth2 0.24-2
signon-ui 0.17+20150611-2
signond 8.60-1
slang 2.3.2-1
smbclient 4.10.8-1
smpeg 0.4.5-4
snappy 1.1.7-1
solid 5.62.0-1
sonnet 5.62.0-1
sord 0.16.2-1
sound-theme-freedesktop 0.8-3
soundtouch 2.1.2-1
spandsp 0.0.6-2
speex 1.2.0-2
speexdsp 1.2.0-1
spirv-tools 2019.3-2
sqlite 3.29.0-1
squashfs-tools 4.4-1
sratom 0.6.2-2
srt 1.4.0-1
startup-notification 0.12-6
steam 1.0.0.61-3
strace 5.2-1
sudo 1.8.27-1
suil 0.10.4-1
suitesparse 5.4.0-1
sysfsutils 2.1.0-10
sysstat 12.1.5-1
systemd 243.0-1
systemd-libs 243.0-1
systemd-sysvcompat 243.0-1
t1lib 5.1.2-7
taglib 1.11.1-3
talloc 2.2.0-1
tar 1.32-1
tcl 8.6.9-2
tdb 1.3.18-2
telegram-desktop 1.8.8-1
tevent 1:0.9.39-2
texinfo 6.6-1
texlive-bin 2019.51075-3
texlive-core 2019.50917-1
texlive-latexextra 2019.50920-1
texlive-pictures 2019.50872-1
texlive-science 2019.50760-1
thin-provisioning-tools 0.8.5-2
thunar 1.8.9-2
thunar-volman 0.9.5-2
tinyxml 2.6.2-6
tk 8.6.9.1-2
tmux 2.9_a-4
totem-plparser 3.26.3-1
traceroute 2.1.0-2
tracker 2.3.0-1
tracker-miners 2.3.0-1
tree 1.8.0-1
tslib 1.20-1
ttf-font-awesome 5.11.1-1
tumbler 0.2.7-1
twolame 0.3.13-8
tzdata 2019c-1
udisks2 2.8.4-1
unibilium 2.0.0-1
unixodbc 2.3.7-2
unrar 1:5.8.1-1
unzip 6.0-13
upower 0.99.11-1
usbmuxd 1.1.0+48+g1cc8b34-3
usbutils 012-1
util-linux 2.34-3
v4l-utils 1.16.7-1
valgrind 3.14.0-1
vamp-plugin-sdk 2.8.0-1
vi 1:070224-3
vid.stab 1.1-2
vim 8.1.1968-1
vim-runtime 8.1.1968-1
vkd3d 1.1-1
vlc 3.0.8-1
volume_key 0.3.11-2
vsqlite++ 0.3.13-6
vte-common 0.58.0-1
vte3 0.58.0-1
vulkan-icd-loader 1.1.121-1
vulkan-intel 19.1.7-1
vulkan-mesa-layer 19.1.7-1
wavpack 5.1.0-2
wayland 1.17.0-1
wayland-protocols 1.18-1
webkit2gtk 2.26.0-1
webrtc-audio-processing 0.3.1-1
wget 1.20.3-2
which 2.21-3
wildmidi 0.4.3-1
wine 4.16-1
winetricks 20190912-1
wl-clipboard 2.0.0_beta2-1
wmctrl 1.07-5
woff2 1.0.2-1
words 2.1-5
wpa_supplicant 2:2.9-1
wpebackend-fdo 1.4.0-1
wxgtk-common 3.0.4-2
wxgtk2 3.0.4-2
wxgtk3 3.0.4-2
x264 2:157.r72db4377-1
x265 3.1.2-1
xautolock 2.2-5
xbitmaps 1.1.2-1
xcb-proto 1.13-2
xcb-util 0.4.0-2
xcb-util-cursor 0.1.3-2
xcb-util-image 0.4.0-2
xcb-util-keysyms 0.4.0-2
xcb-util-renderutil 0.3.9-2
xcb-util-wm 0.4.1-2
xcb-util-xrm 1.3-1
xdg-dbus-proxy 0.1.1-1
xdg-user-dirs 0.17-2
xdotool 3.20160805.1-2
xf86-input-libinput 0.29.0-1
xf86-video-intel 1:2.99.917+870+g6f4972d5-1
xfce4-appfinder 4.14.0-1
xfce4-cpugraph-plugin 1.1.0-1
xfce4-panel 4.14.0-1
xfce4-power-manager 1.6.5-2
xfce4-pulseaudio-plugin 0.4.2-2
xfce4-sensors-plugin 1.3.92-1
xfce4-session 4.14.0-2
xfce4-settings 4.14.1-1
xfce4-terminal 0.8.8-2
xfconf 4.14.1-1
xfdesktop 4.14.1-2
xfsprogs 5.2.1-1
xfwm4 4.14.0-1
xfwm4-themes 4.10.0-3
xkeyboard-config 2.27-1
xmlsec 1.2.28-1
xmlto 0.0.28-3
xonotic 0.8.2-2
xonotic-data 0.8.2-2
xorg-bdftopcf 1.1-1
xorg-font-util 1.3.2-1
xorg-font-utils 7.6-5
xorg-iceauth 1.0.8-1
xorg-luit 1.1.1-3
xorg-mkfontscale 1.2.1-1
xorg-server 1.20.5-2
xorg-server-common 1.20.5-2
xorg-server-xwayland 1.20.5-2
xorg-setxkbmap 1.3.2-1
xorg-xauth 1.1-1
xorg-xbacklight 1.2.3-1
xorg-xdpyinfo 1.3.2-2
xorg-xev 1.2.3-1
xorg-xhost 1.0.8-1
xorg-xinit 1.4.1-1
xorg-xkbcomp 1.4.2+7+g29fda8e-1
xorg-xmessage 1.0.5-1
xorg-xmodmap 1.0.10-1
xorg-xprop 1.2.4-1
xorg-xrandr 1.5.1-1
xorg-xrdb 1.2.0-1
xorg-xset 1.2.4-1
xorgproto 2019.1-1
xsel 1.2.0.20160929-2
xterm 348-1
xvidcore 1.3.5-1
xz 5.2.4-1
yajl 2.1.0-2
youtube-dl 2019.09.12.1-1
zbar 0.23-1
zenity 3.32.0+17+gfb0938f-1
zeromq 4.3.2-1
zip 3.0-8
zita-alsa-pcmi 0.3.2-1
zita-resampler 1.6.2-1
zlib 1:1.2.11-3
zsh 5.7.1-1
zsh-syntax-highlighting 0.6.0-1
zstd 1.4.2-1
zsync 0.6.2-4
zvbi 0.2.35-3
zziplib 0.13.69-1
abntex2 1.9.6-1
android-apktool 2.4.0-1
android-backup-extractor-git r76.d750899-1
android-platform-23 6.0_r03-1
android-platform-24 7.0_r02-1
android-platform-25 7.1.1_r03-2
android-platform-28 9_r06-1
android-sdk 26.1.1-1
android-sdk-build-tools r28.0.3-1
android-sdk-build-tools-23 r23-1
android-sdk-build-tools-28 r28-1
android-sdk-platform-tools 29.0.1-1
appimage-git r1595.fef038a-1
archlinux-java-run 5-1
batmon-git r5.2b8ae64-1
betterlockscreen 3.0.1-4
ccls 0.20190314-2
deezloader-remix-bin 4.2.1-1
earlyoom 1.3-1
flite1 1.4-2
flutter 1.7.8.hotfix.3-1
fortune-mod-br 20080530-1
fritzing 0.9.3b-4
gestures 0.2.2-3
git-remote-ipld-git 0.0.0.g61547fd-1
go-lint-git 20190409.178_959b441-1
go-outline-git 20161011.9_e785568-1
gocode-daemon 20170907-1
google-chrome 75.0.3770.100-1
gopls-git r3443.2e34cfcb9-1
goreturns-git 20181028.38_538ac60-1
haguichi 1.4.1-1
heimdall-git 1.4.2.r7.ga2cfdaa-1
i3-gnome 1:3.32.1-2
jabref 4.3.1-2
jdtls 0.41.0-1
lf 13-1
libinput-gestures 2.45-1
logmein-hamachi 2.1.0.198-1
mimeo 2019.7-1
notion-app 1.0.8-1
paper-icon-theme 1.5.0-2
pinger-indicator-git r3.88a83db-1
polybar 3.3.1-2
powerline-fonts-git r202.e80e3eb-1
pyenv-virtualenv 1:1.1.5-3
rofi-calc 1.5-1
rofi-file-browser-extended-git 1.0.2.r0.g3853da1-1
scilab-bin 6.0.2-1
scrcpy 1.9-1
siji-git r23.c691f20-1
spotify 1:1.1.5.153-1
tixati 2.61-1
trizen 1:1.60-1
ulauncher 5.2.0-1
wasmer-bin 0.5.5-0
woeusb 3.3.0-1
xdg-utils-mimeo 1.1.3+18+g0547886-1
zramswap 4-1
